Isolate	subject_id	query_id	perc_identity	align_len	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score	Hit	FullTaxonomy	Pond	mean	sd	se	Inhibition_Flag
CP19F2	NC_074659.1	NODE_2_length_561142_cov_23.083689||1_partial	89.706	68	5	2	2569	2635	3289	3355	5.90E-13	86.1	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
CP19F2	NC_074659.1	NODE_2_length_561142_cov_23.083689||1_partial	83.707	1025	153	10	31051	32068	36117	37134	0	955	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
CP19F2	NC_074659.1	NODE_2_length_561142_cov_23.083689||1_partial	100	38	0	0	13612	13649	16439	16476	1.65E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
CP19F2	NC_074659.1	NODE_2_length_561142_cov_23.083689||1_partial	93.519	108	5	2	11237	11343	12966	13072	3.43E-35	159	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
CP19F2	NC_074659.1	NODE_2_length_561142_cov_23.083689||1_partial	87.679	560	63	6	7095	7651	6017	6573	0	647	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	70.24061686	2.194179608	1.266810187	Strongly Inhibitory
CP13A	NC_074659.1	NODE_2_length_561798_cov_21.101096||0_partial	75.615	2481	551	43	134023	136476	50349	47896	0	1181	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	45.78977961	4.267035466	2.463574075	Weakly Inhibitory
CP13A	NC_074659.1	NODE_2_length_561798_cov_21.101096||0_partial	86.686	1735	225	5	148701	150432	34867	33136	0	1919	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	45.78977961	4.267035466	2.463574075	Weakly Inhibitory
CP13A	NC_074659.1	NODE_2_length_561798_cov_21.101096||0_partial	88.298	4871	562	7	150466	155332	32613	27747	0	5830	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	45.78977961	4.267035466	2.463574075	Weakly Inhibitory
CP13A	NC_074659.1	NODE_2_length_561798_cov_21.101096||0_partial	83.707	1025	153	10	146213	147230	37134	36117	0	955	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	45.78977961	4.267035466	2.463574075	Weakly Inhibitory
CP13A	NC_074659.1	NODE_2_length_561798_cov_21.101096||0_partial	88.43	847	98	0	147512	148358	36058	35212	0	1022	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	45.78977961	4.267035466	2.463574075	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	87.679	560	63	6	7095	7651	6017	6573	0	647	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	88.298	4871	562	7	22949	27815	27747	32613	0	5830	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	75.615	2481	551	43	41805	44258	47896	50349	0	1181	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	83.707	1025	153	10	31051	32068	36117	37134	0	955	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	88.43	847	98	0	29923	30769	35212	36058	0	1022	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	86.686	1735	225	5	27849	29580	33136	34867	0	1919	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	100	38	0	0	13612	13649	16439	16476	1.65E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	93.519	108	5	2	11237	11343	12966	13072	3.43E-35	159	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
CP15C	NC_074659.1	NODE_2_length_561873_cov_15.748749||1_partial	89.706	68	5	2	2569	2635	3289	3355	5.90E-13	86.1	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	20.34787124	1.675999675	0.967638864	Weakly Inhibitory
643E	NC_074659.1	NODE_3_length_426691_cov_24.093319||0_partial	81.925	3242	554	30	14416	17641	51120	47895	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
630A	NC_074659.1	NODE_3_length_426845_cov_21.425770||0_partial	81.925	3242	554	30	14416	17641	51120	47895	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
638A1	NC_074659.1	NODE_3_length_428420_cov_16.431348||0_partial	81.925	3242	554	30	14416	17641	51120	47895	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.29228693	1.434089816	0.827972141	Weakly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	85.432	405	59	0	44764	45168	37331	37735	5.47E-114	422	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	92.199	141	11	0	44621	44761	36994	37134	2.79E-47	200	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	86.702	564	70	5	15383	15943	6017	6578	5.03E-174	621	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	81.925	3242	554	30	56018	59243	47895	51120	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	90.685	365	34	0	43804	44168	36117	36481	1.91E-133	486	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	81.068	206	36	3	49647	49851	42281	42484	1.32E-35	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	78.211	872	178	11	26669	27534	20926	21791	8.65E-152	547	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	80.64	656	112	9	28951	29598	24684	25332	1.14E-135	494	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	86.32	1864	242	11	40401	42259	33139	34994	0	2017	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	85.631	856	123	0	42480	43335	35221	36076	0	900	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	100	38	0	0	22592	22629	16439	16476	2.28E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	96.471	85	3	0	19882	19966	12988	13072	1.72E-29	141	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	89.706	68	5	2	10760	10826	3289	3355	8.15E-13	86.1	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	92	50	4	0	10540	10589	2184	2233	2.28E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
633A	NC_074659.1	NODE_3_length_522668_cov_20.515797||0_partial	89.889	4886	485	9	35058	39937	27728	32610	0	6277	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	98.64864421	0.43952545	0.253760137	Strongly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	85.631	856	123	0	42480	43335	35221	36076	0	900	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	86.702	564	70	5	15383	15943	6017	6578	5.03E-174	621	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	81.925	3242	554	30	56018	59243	47895	51120	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	86.32	1864	242	11	40401	42259	33139	34994	0	2017	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	78.211	872	178	11	26669	27534	20926	21791	8.65E-152	547	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	80.64	656	112	9	28951	29598	24684	25332	1.14E-135	494	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	89.889	4886	485	9	35058	39937	27728	32610	0	6277	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	92	50	4	0	10540	10589	2184	2233	2.28E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	100	38	0	0	22592	22629	16439	16476	2.28E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	81.068	206	36	3	49647	49851	42281	42484	1.32E-35	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	96.471	85	3	0	19882	19966	12988	13072	1.72E-29	141	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	89.706	68	5	2	10760	10826	3289	3355	8.15E-13	86.1	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	85.432	405	59	0	44764	45168	37331	37735	5.47E-114	422	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	92.199	141	11	0	44621	44761	36994	37134	2.79E-47	200	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
642A	NC_074659.1	NODE_3_length_551459_cov_24.274842||0_partial	90.685	365	34	0	43804	44168	36117	36481	1.91E-133	486	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	48.69609765	1.768063848	1.020792139	Weakly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	90.685	365	34	0	27243	27607	36481	36117	1.33E-133	486	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	92.199	141	11	0	26650	26790	37134	36994	1.93E-47	200	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	80.64	656	112	9	41813	42460	25332	24684	7.92E-136	494	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	96.471	85	3	0	51445	51529	13072	12988	1.19E-29	141	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	81.068	206	36	3	21560	21764	42484	42281	9.13E-36	161	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	78.211	872	178	11	43877	44742	21791	20926	6.00E-152	547	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	86.32	1864	242	11	29152	31010	34994	33139	0	2017	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	85.432	405	59	0	26243	26647	37735	37331	3.79E-114	422	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	86.702	564	70	5	55468	56028	6578	6017	3.48E-174	621	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	100	38	0	0	48782	48819	16476	16439	1.58E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	89.706	68	5	2	60585	60651	3355	3289	5.65E-13	86.1	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	85.631	856	123	0	28076	28931	36076	35221	0	900	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	92	50	4	0	60822	60871	2233	2184	1.58E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	81.925	3242	554	30	12168	15393	51120	47895	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
632B	NC_074659.1	NODE_3_length_559161_cov_17.363956||0_partial	89.889	4886	485	9	31474	36353	32610	27728	0	6277	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	67.25384143	6.771836134	3.909721415	Strongly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	75.615	2481	551	43	41805	44258	47896	50349	0	1181	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
