Gene	p_value	odds_ratio	n_strong_present	n_weak_present	p_adj	Direction	Category	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	go_id	go_name	go_aspect
group_1150	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1142	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1137	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1122	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1117	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1096	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1095	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1084	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1066	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1052	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_1005	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O05730.2|	O05730	RecName: Full=Probable short-chain type dehydrogenase/reductase VdlC [Helicobacter pylori 26695]	32.601	273	1.26e-45	157	GO:0016491	F:oxidoreductase activity	IEA:UniProtKB-KW
group_996	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_992	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_982	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_978	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q746H2.1|	Q746H2	RecName: Full=Probable plasmid-partitioning protein ParB [Thermus thermophilus HB27]	35.294	102	2.12e-8	57.8	GO:0005694	C:chromosome	IEA:TreeGrafter
group_978	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q746H2.1|	Q746H2	RecName: Full=Probable plasmid-partitioning protein ParB [Thermus thermophilus HB27]	35.294	102	2.12e-8	57.8	GO:0003677	F:DNA binding	IEA:UniProtKB-KW
group_978	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q746H2.1|	Q746H2	RecName: Full=Probable plasmid-partitioning protein ParB [Thermus thermophilus HB27]	35.294	102	2.12e-8	57.8	GO:0007059	P:chromosome segregation	IEA:UniProtKB-KW
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0055074	P:calcium ion homeostasis	IMP:UniProtKB
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0048870	P:cell motility	IMP:UniProtKB
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0070301	P:cellular response to hydrogen peroxide	IMP:UniProtKB
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0106220	P:pyocyanine biosynthetic process	IMP:UniProtKB
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0051592	P:response to calcium ion	IMP:UniProtKB
group_977	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I6G4.1|	Q9I6G4	RecName: Full=Calcium-regulated beta-propeller protein CarP; AltName: Full=Calcium-regulated protein CarP; AltName: Full=Protein CarP; Flags: Precursor [Pseudomonas aeruginosa PAO1]	61.62	284	9.54e-123	356	GO:0010040	P:response to iron(II) ion	IMP:UniProtKB
group_974	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_966	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_959	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P76062.1|	P76062	RecName: Full=DNA-binding transcriptional repressor RacR; AltName: Full=Prophage repressor RacR; AltName: Full=Rac prophage repressor [Escherichia coli K-12]	42.478	113	3.83e-16	77.4	GO:0003677	F:DNA binding	IEA:UniProtKB-KW
group_959	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P76062.1|	P76062	RecName: Full=DNA-binding transcriptional repressor RacR; AltName: Full=Prophage repressor RacR; AltName: Full=Rac prophage repressor [Escherichia coli K-12]	42.478	113	3.83e-16	77.4	GO:0001217	F:DNA-binding transcription repressor activity	IDA:EcoCyc
group_959	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P76062.1|	P76062	RecName: Full=DNA-binding transcriptional repressor RacR; AltName: Full=Prophage repressor RacR; AltName: Full=Rac prophage repressor [Escherichia coli K-12]	42.478	113	3.83e-16	77.4	GO:2000143	P:negative regulation of DNA-templated transcription initiation	IEP:EcoCyc
group_958	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_953	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_939	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P0DQV9.1|	P0DQV9	RecName: Full=B-type lectin plumieribetin [Scorpaena plumieri]	41.053	95	1.66e-10	60.5	GO:0005576	C:extracellular region	IEA:UniProtKB-SubCell
group_939	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P0DQV9.1|	P0DQV9	RecName: Full=B-type lectin plumieribetin [Scorpaena plumieri]	41.053	95	1.66e-10	60.5	GO:0030246	F:carbohydrate binding	IEA:UniProtKB-KW
group_934	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_920	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_919	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_883	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_873	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
nodD2_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9EXL7.1|	Q9EXL7	RecName: Full=HTH-type transcriptional activator NagR [Ralstonia sp.]	31.973	294	6.63e-36	134	GO:0003677	F:DNA binding	IEA:UniProtKB-KW
nodD2_4	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9EXL7.1|	Q9EXL7	RecName: Full=HTH-type transcriptional activator NagR [Ralstonia sp.]	31.973	294	6.63e-36	134	GO:0003700	F:DNA-binding transcription factor activity	IEA:InterPro
group_865	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
moaA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q46CH7.1|	Q46CH7	RecName: Full=AdoMet-dependent heme synthase [Methanosarcina barkeri str. Fusaro]	31.792	173	1.96e-12	70.5	GO:0051539	F:4 iron, 4 sulfur cluster binding	IEA:UniProtKB-KW
moaA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q46CH7.1|	Q46CH7	RecName: Full=AdoMet-dependent heme synthase [Methanosarcina barkeri str. Fusaro]	31.792	173	1.96e-12	70.5	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
moaA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q46CH7.1|	Q46CH7	RecName: Full=AdoMet-dependent heme synthase [Methanosarcina barkeri str. Fusaro]	31.792	173	1.96e-12	70.5	GO:0016491	F:oxidoreductase activity	IEA:UniProtKB-KW
moaA_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q46CH7.1|	Q46CH7	RecName: Full=AdoMet-dependent heme synthase [Methanosarcina barkeri str. Fusaro]	31.792	173	1.96e-12	70.5	GO:0006783	P:heme biosynthetic process	IEA:UniProtKB-KW
group_845	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_835	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P0DX70.1|	P0DX70	RecName: Full=DNA-binding transcriptional repressor CapW; AltName: Full=CBASS-associated protein with WYL domain; Short=CapW [Escherichia coli KTE188]	32.028	281	8.6e-32	123	GO:0003677	F:DNA binding	IEA:UniProtKB-KW
group_835	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P0DX70.1|	P0DX70	RecName: Full=DNA-binding transcriptional repressor CapW; AltName: Full=CBASS-associated protein with WYL domain; Short=CapW [Escherichia coli KTE188]	32.028	281	8.6e-32	123	GO:0051607	P:defense response to virus	IEA:UniProtKB-KW
group_822	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_806	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9HTH5.1|	Q9HTH5	RecName: Full=HTH-type transcriptional regulator CdhR; AltName: Full=Carnitine catabolism transcriptional activator [Pseudomonas aeruginosa PAO1]	31.148	305	1.5300000000000001e-27	112	GO:0003700	F:DNA-binding transcription factor activity	IEA:InterPro
group_806	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9HTH5.1|	Q9HTH5	RecName: Full=HTH-type transcriptional regulator CdhR; AltName: Full=Carnitine catabolism transcriptional activator [Pseudomonas aeruginosa PAO1]	31.148	305	1.5300000000000001e-27	112	GO:0043565	F:sequence-specific DNA binding	IEA:InterPro
group_806	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9HTH5.1|	Q9HTH5	RecName: Full=HTH-type transcriptional regulator CdhR; AltName: Full=Carnitine catabolism transcriptional activator [Pseudomonas aeruginosa PAO1]	31.148	305	1.5300000000000001e-27	112	GO:0009896	P:positive regulation of catabolic process	IMP:PseudoCAP
group_806	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9HTH5.1|	Q9HTH5	RecName: Full=HTH-type transcriptional regulator CdhR; AltName: Full=Carnitine catabolism transcriptional activator [Pseudomonas aeruginosa PAO1]	31.148	305	1.5300000000000001e-27	112	GO:0006355	P:regulation of DNA-templated transcription	IMP:PseudoCAP
group_805	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|A9VQW6.1|	A9VQW6	RecName: Full=Septu protein PtuB; AltName: Full=Putative nuclease PtuB [Bacillus mycoides KBAB4]	31.915	235	7.839999999999999e-23	99.4	GO:0016787	F:hydrolase activity	IEA:UniProtKB-KW
group_805	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|A9VQW6.1|	A9VQW6	RecName: Full=Septu protein PtuB; AltName: Full=Putative nuclease PtuB [Bacillus mycoides KBAB4]	31.915	235	7.839999999999999e-23	99.4	GO:0004518	F:nuclease activity	IEA:UniProtKB-KW
group_805	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|A9VQW6.1|	A9VQW6	RecName: Full=Septu protein PtuB; AltName: Full=Putative nuclease PtuB [Bacillus mycoides KBAB4]	31.915	235	7.839999999999999e-23	99.4	GO:0051607	P:defense response to virus	IEA:UniProtKB-KW
group_782	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_776	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P49859.1|	P49859	RecName: Full=Portal protein; AltName: Full=GP3 [Escherichia phage HK97]	38.494	239	1.0199999999999999e-47	168	GO:0019028	C:viral capsid	IEA:UniProtKB-KW
group_776	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P49859.1|	P49859	RecName: Full=Portal protein; AltName: Full=GP3 [Escherichia phage HK97]	38.494	239	1.0199999999999999e-47	168	GO:0099001	P:symbiont genome ejection through host cell envelope, long flexible tail mechanism	IEA:UniProtKB-KW
group_742	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_711	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_707	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P9WMJ2.1|	P9WMJ2	RecName: Full=HTH-type transcriptional regulator VirS; AltName: Full=Virulence-regulating protein VirS [Mycobacterium tuberculosis CDC1551]	32.051	156	1.38e-13	73.9	GO:0005829	C:cytosol	IEA:TreeGrafter
group_707	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P9WMJ2.1|	P9WMJ2	RecName: Full=HTH-type transcriptional regulator VirS; AltName: Full=Virulence-regulating protein VirS [Mycobacterium tuberculosis CDC1551]	32.051	156	1.38e-13	73.9	GO:0003700	F:DNA-binding transcription factor activity	IEA:InterPro
group_707	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P9WMJ2.1|	P9WMJ2	RecName: Full=HTH-type transcriptional regulator VirS; AltName: Full=Virulence-regulating protein VirS [Mycobacterium tuberculosis CDC1551]	32.051	156	1.38e-13	73.9	GO:0000976	F:transcription cis-regulatory region binding	IEA:TreeGrafter
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0003677	F:DNA binding	IEA:UniProtKB-KW
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0015616	F:DNA translocase activity	IBA:GO_Central
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0051301	P:cell division	IEA:UniProtKB-KW
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0071236	P:cellular response to antibiotic	IMP:PseudoCAP
group_705	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q9I0M3.1|	Q9I0M3	RecName: Full=DNA translocase FtsK [Pseudomonas aeruginosa PAO1]	77.049	61	3.33e-21	98.2	GO:0007059	P:chromosome segregation	IEA:UniProtKB-KW
ftsH_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P55530.1|	P55530	RecName: Full=Uncharacterized AAA family ATPase y4kL [Sinorhizobium fredii NGR234]	32.267	344	4.7e-44	157	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
ftsH_2	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P55530.1|	P55530	RecName: Full=Uncharacterized AAA family ATPase y4kL [Sinorhizobium fredii NGR234]	32.267	344	4.7e-44	157	GO:0016887	F:ATP hydrolysis activity	IEA:InterPro
group_652	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_647	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_606	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P26502.2|	P26502	RecName: Full=Exopolysaccharide production protein ExoZ [Sinorhizobium meliloti 1021]	31.529	314	2.4e-17	85.1	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_606	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P26502.2|	P26502	RecName: Full=Exopolysaccharide production protein ExoZ [Sinorhizobium meliloti 1021]	31.529	314	2.4e-17	85.1	GO:0016747	F:acyltransferase activity, transferring groups other than amino-acyl groups	IEA:InterPro
group_606	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|P26502.2|	P26502	RecName: Full=Exopolysaccharide production protein ExoZ [Sinorhizobium meliloti 1021]	31.529	314	2.4e-17	85.1	GO:0000271	P:polysaccharide biosynthetic process	IEA:UniProtKB-KW
tetX	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q01911.1|	Q01911	RecName: Full=Flavin-dependent monooxygenase; AltName: Full=TetX monooxygenase; Short=TetX; AltName: Full=Tetracycline resistance protein from transposon Tn4351/Tn4400 [Bacteroides fragilis]	32.537	335	7.79e-43	156	GO:0005737	C:cytoplasm	IEA:UniProtKB-SubCell
tetX	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q01911.1|	Q01911	RecName: Full=Flavin-dependent monooxygenase; AltName: Full=TetX monooxygenase; Short=TetX; AltName: Full=Tetracycline resistance protein from transposon Tn4351/Tn4400 [Bacteroides fragilis]	32.537	335	7.79e-43	156	GO:0071949	F:FAD binding	IEA:InterPro
tetX	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q01911.1|	Q01911	RecName: Full=Flavin-dependent monooxygenase; AltName: Full=TetX monooxygenase; Short=TetX; AltName: Full=Tetracycline resistance protein from transposon Tn4351/Tn4400 [Bacteroides fragilis]	32.537	335	7.79e-43	156	GO:0004497	F:monooxygenase activity	IEA:UniProtKB-UniRule
tetX	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|Q01911.1|	Q01911	RecName: Full=Flavin-dependent monooxygenase; AltName: Full=TetX monooxygenase; Short=TetX; AltName: Full=Tetracycline resistance protein from transposon Tn4351/Tn4400 [Bacteroides fragilis]	32.537	335	7.79e-43	156	GO:0046677	P:response to antibiotic	IEA:UniProtKB-KW
group_566	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0000785	C:chromatin	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0005737	C:cytoplasm	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0016020	C:membrane	HDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0031965	C:nuclear membrane	IDA:HPA
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0005654	C:nucleoplasm	IDA:HPA
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0005634	C:nucleus	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0003682	F:chromatin binding	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0003723	F:RNA binding	HDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0042742	P:defense response to bacterium	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0045087	P:innate immune response	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0043123	P:positive regulation of canonical NF-kappaB signal transduction	IDA:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:0045787	P:positive regulation of cell cycle	IMP:UniProtKB
group_555	0.0079365079365079309	Inf	5	0	0.00812826249067859	Enriched in Strong	Accessory	sp|O75179.3|	O75179	RecName: Full=Ankyrin repeat domain-containing protein 17; AltName: Full=Gene trap ankyrin repeat protein; AltName: Full=Serologically defined breast cancer antigen NY-BR-16 [Homo sapiens]	35.772	123	4.75e-10	65.5	GO:1900087	P:positive regulation of G1/S transition of mitotic cell cycle	IMP:UniProtKB
