qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	go_id	go_name	go_aspect
group_3783	sp|P42724.1|	P42724	RecName: Full=Trifolitoxin-processing protein TfxB [Rhizobium leguminosarum bv. trifolii]	32.8	125	4.89e-7	54.3	GO:0005737	C:cytoplasm	IEA:UniProtKB-SubCell
group_3783	sp|P42724.1|	P42724	RecName: Full=Trifolitoxin-processing protein TfxB [Rhizobium leguminosarum bv. trifolii]	32.8	125	4.89e-7	54.3	GO:0016491	F:oxidoreductase activity	IEA:InterPro
group_3788	sp|P48840.1|	P48840	RecName: Full=Beta-agarase B [Vibrio sp. JT0107]	33.136	676	2.82e-105	347	GO:0009341	C:beta-galactosidase complex	IEA:InterPro
group_3788	sp|P48840.1|	P48840	RecName: Full=Beta-agarase B [Vibrio sp. JT0107]	33.136	676	2.82e-105	347	GO:0033916	F:beta-agarase activity	IEA:UniProtKB-EC
group_3788	sp|P48840.1|	P48840	RecName: Full=Beta-agarase B [Vibrio sp. JT0107]	33.136	676	2.82e-105	347	GO:0004565	F:beta-galactosidase activity	IEA:InterPro
group_3788	sp|P48840.1|	P48840	RecName: Full=Beta-agarase B [Vibrio sp. JT0107]	33.136	676	2.82e-105	347	GO:0005975	P:carbohydrate metabolic process	IEA:InterPro
group_3791	sp|Q9HYT3.1|	Q9HYT3	RecName: Full=Cyclic di-GMP phosphodiesterase NbdA; AltName: Full=NO-induced biofilm dispersion locus A [Pseudomonas aeruginosa PAO1]	52.684	708	0	671	GO:0005886	C:plasma membrane	IBA:GO_Central
group_3791	sp|Q9HYT3.1|	Q9HYT3	RecName: Full=Cyclic di-GMP phosphodiesterase NbdA; AltName: Full=NO-induced biofilm dispersion locus A [Pseudomonas aeruginosa PAO1]	52.684	708	0	671	GO:0071111	F:cyclic-guanylate-specific phosphodiesterase activity	IDA:PseudoCAP
group_3791	sp|Q9HYT3.1|	Q9HYT3	RecName: Full=Cyclic di-GMP phosphodiesterase NbdA; AltName: Full=NO-induced biofilm dispersion locus A [Pseudomonas aeruginosa PAO1]	52.684	708	0	671	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_3791	sp|Q9HYT3.1|	Q9HYT3	RecName: Full=Cyclic di-GMP phosphodiesterase NbdA; AltName: Full=NO-induced biofilm dispersion locus A [Pseudomonas aeruginosa PAO1]	52.684	708	0	671	GO:0071732	P:cellular response to nitric oxide	IMP:PseudoCAP
group_3791	sp|Q9HYT3.1|	Q9HYT3	RecName: Full=Cyclic di-GMP phosphodiesterase NbdA; AltName: Full=NO-induced biofilm dispersion locus A [Pseudomonas aeruginosa PAO1]	52.684	708	0	671	GO:1900190	P:regulation of single-species biofilm formation	IBA:GO_Central
group_3793	sp|A5U908.2|	A5U908	RecName: Full=L-cysteine desulfhydrase Cds1 [Mycobacterium tuberculosis H37Ra]	58.841	345	4.9e-141	407	GO:0005737	C:cytoplasm	IEA:UniProtKB-SubCell
group_3793	sp|A5U908.2|	A5U908	RecName: Full=L-cysteine desulfhydrase Cds1 [Mycobacterium tuberculosis H37Ra]	58.841	345	4.9e-141	407	GO:0016829	F:lyase activity	IEA:UniProtKB-KW
group_3793	sp|A5U908.2|	A5U908	RecName: Full=L-cysteine desulfhydrase Cds1 [Mycobacterium tuberculosis H37Ra]	58.841	345	4.9e-141	407	GO:0030170	F:pyridoxal phosphate binding	IEA:UniProtKB-UniRule
group_3793	sp|A5U908.2|	A5U908	RecName: Full=L-cysteine desulfhydrase Cds1 [Mycobacterium tuberculosis H37Ra]	58.841	345	4.9e-141	407	GO:0019450	P:L-cysteine catabolic process to pyruvate	IEA:UniProtKB-UniRule
group_3795	sp|Q88JK6.1|	Q88JK6	RecName: Full=Methyl-accepting chemotaxis protein PcaY; AltName: Full=PcaY_PP [Pseudomonas putida KT2440]	51.258	318	1.6499999999999998e-35	143	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_3795	sp|Q88JK6.1|	Q88JK6	RecName: Full=Methyl-accepting chemotaxis protein PcaY; AltName: Full=PcaY_PP [Pseudomonas putida KT2440]	51.258	318	1.6499999999999998e-35	143	GO:0004888	F:transmembrane signaling receptor activity	IEA:InterPro
group_3795	sp|Q88JK6.1|	Q88JK6	RecName: Full=Methyl-accepting chemotaxis protein PcaY; AltName: Full=PcaY_PP [Pseudomonas putida KT2440]	51.258	318	1.6499999999999998e-35	143	GO:0006935	P:chemotaxis	IEA:UniProtKB-KW
group_3795	sp|Q88JK6.1|	Q88JK6	RecName: Full=Methyl-accepting chemotaxis protein PcaY; AltName: Full=PcaY_PP [Pseudomonas putida KT2440]	51.258	318	1.6499999999999998e-35	143	GO:0007165	P:signal transduction	IEA:UniProtKB-KW
group_3797	sp|Q05627.2|	Q05627	RecName: Full=Uncharacterized protein Cbei_0202; AltName: Full=ORF1 [Clostridium beijerinckii NCIMB 8052]	48.393	529	3.95e-173	502	GO:0016491	F:oxidoreductase activity	IEA:InterPro
group_3798	sp|P77717.1|	P77717	RecName: Full=Uncharacterized lipoprotein YbaY; Flags: Precursor [Escherichia coli K-12]	42.857	84	1.99e-14	69.7	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_380	sp|Q9HX91.1|	Q9HX91	RecName: Full=Uncharacterized protein PA3922; Flags: Precursor [Pseudomonas aeruginosa PAO1]	80.659	455	0	771	NA	NA	NA
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0016324	C:apical plasma membrane	IDA:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0016323	C:basolateral plasma membrane	IDA:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0005783	C:endoplasmic reticulum	ISS:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0005794	C:Golgi apparatus	ISS:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0005765	C:lysosomal membrane	ISS:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0016020	C:membrane	ISS:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0005654	C:nucleoplasm	ISO:GO_Central
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0005886	C:plasma membrane	IDA:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0005254	F:chloride channel activity	IDA:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0140900	F:chloride:bicarbonate antiporter activity	IDA:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0008509	F:monoatomic anion transmembrane transporter activity	ISS:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0008271	F:secondary active sulfate transmembrane transporter activity	IEA:InterPro
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0015116	F:sulfate transmembrane transporter activity	IBA:GO_Central
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:1902476	P:chloride transmembrane transport	IBA:GO_Central
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:0019532	P:oxalate transport	ISS:UniProtKB
group_3802	sp|Q80ZD3.2|	Q80ZD3	RecName: Full=Sodium-independent sulfate anion transporter; AltName: Full=Kidney brain anion transporter; Short=KBAT; AltName: Full=Solute carrier family 26 member 11 [Mus musculus]	34.127	126	1.3e-6	54.7	GO:1902358	P:sulfate transmembrane transport	ISS:UniProtKB
group_3803	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	55.924	422	1.59e-131	406	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_3803	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	55.924	422	1.59e-131	406	GO:0052621	F:diguanylate cyclase activity	IEA:UniProtKB-EC
group_3803	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	55.924	422	1.59e-131	406	GO:0005525	F:GTP binding	IEA:UniProtKB-KW
group_3803	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	55.924	422	1.59e-131	406	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_3803	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	55.924	422	1.59e-131	406	GO:0043709	P:cell adhesion involved in single-species biofilm formation	IEA:TreeGrafter
group_3803	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	55.924	422	1.59e-131	406	GO:1902201	P:negative regulation of bacterial-type flagellum-dependent cell motility	IEA:TreeGrafter
group_3804	sp|Q9I767.1|	Q9I767	RecName: Full=5'-nucleotidase; AltName: Full=Nucleoside 5'-monophosphate phosphohydrolase [Pseudomonas aeruginosa PAO1]	71.226	212	1.8299999999999998e-107	311	GO:0005829	C:cytosol	IBA:GO_Central
group_3804	sp|Q9I767.1|	Q9I767	RecName: Full=5'-nucleotidase; AltName: Full=Nucleoside 5'-monophosphate phosphohydrolase [Pseudomonas aeruginosa PAO1]	71.226	212	1.8299999999999998e-107	311	GO:0008253	F:5'-nucleotidase activity	IEA:UniProtKB-EC
group_3804	sp|Q9I767.1|	Q9I767	RecName: Full=5'-nucleotidase; AltName: Full=Nucleoside 5'-monophosphate phosphohydrolase [Pseudomonas aeruginosa PAO1]	71.226	212	1.8299999999999998e-107	311	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_3804	sp|Q9I767.1|	Q9I767	RecName: Full=5'-nucleotidase; AltName: Full=Nucleoside 5'-monophosphate phosphohydrolase [Pseudomonas aeruginosa PAO1]	71.226	212	1.8299999999999998e-107	311	GO:0000166	F:nucleotide binding	IEA:UniProtKB-KW
group_3804	sp|Q9I767.1|	Q9I767	RecName: Full=5'-nucleotidase; AltName: Full=Nucleoside 5'-monophosphate phosphohydrolase [Pseudomonas aeruginosa PAO1]	71.226	212	1.8299999999999998e-107	311	GO:0004713	F:protein tyrosine kinase activity	IBA:GO_Central
group_3806	sp|P65024.1|	P65024	RecName: Full=Uncharacterized protein Mb2609c [Mycobacterium tuberculosis variant bovis AF2122/97]	40.084	237	1.3399999999999999e-45	162	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_3806	sp|P65024.1|	P65024	RecName: Full=Uncharacterized protein Mb2609c [Mycobacterium tuberculosis variant bovis AF2122/97]	40.084	237	1.3399999999999999e-45	162	GO:0051539	F:4 iron, 4 sulfur cluster binding	IEA:UniProtKB-KW
group_3806	sp|P65024.1|	P65024	RecName: Full=Uncharacterized protein Mb2609c [Mycobacterium tuberculosis variant bovis AF2122/97]	40.084	237	1.3399999999999999e-45	162	GO:0003824	F:catalytic activity	IEA:InterPro
group_3806	sp|P65024.1|	P65024	RecName: Full=Uncharacterized protein Mb2609c [Mycobacterium tuberculosis variant bovis AF2122/97]	40.084	237	1.3399999999999999e-45	162	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_3807	sp|P56739.1|	P56739	RecName: Full=Uncharacterized 21.2 kDa protein [Botrytis cinerea]	40.171	117	1.33e-15	71.6	NA	NA	NA
group_3808	sp|A1WUH0.1|	A1WUH0	RecName: Full=Dodecin [Halorhodospira halophila SL1]	60.294	68	4.15e-15	65.9	GO:0000166	F:nucleotide binding	IEA:UniProtKB-KW
group_381	sp|P0DTK9.1|	P0DTK9	RecName: Full=Anti-CBASS protein Acb1; Short=Acb1 [Caulobacter sp. RHG1]	32.62	374	5.529999999999999e-48	177	GO:0016787	F:hydrolase activity	IEA:UniProtKB-KW
group_3823	sp|Q9I7B1.1|	Q9I7B1	RecName: Full=TPR repeat-containing protein PA0015 [Pseudomonas aeruginosa PAO1]	77.228	101	9.919999999999999e-52	160	NA	NA	NA
group_3824	sp|O34215.1|	O34215	RecName: Full=Gluconate 2-dehydrogenase cytochrome c subunit; Short=GA 2-DH cytochrome c subunit; Short=GADH cytochrome c subunit; Flags: Precursor [Pantoea cypripedii]	68.01	397	0	551	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_3824	sp|O34215.1|	O34215	RecName: Full=Gluconate 2-dehydrogenase cytochrome c subunit; Short=GA 2-DH cytochrome c subunit; Short=GADH cytochrome c subunit; Flags: Precursor [Pantoea cypripedii]	68.01	397	0	551	GO:0009055	F:electron transfer activity	IEA:InterPro
group_3824	sp|O34215.1|	O34215	RecName: Full=Gluconate 2-dehydrogenase cytochrome c subunit; Short=GA 2-DH cytochrome c subunit; Short=GADH cytochrome c subunit; Flags: Precursor [Pantoea cypripedii]	68.01	397	0	551	GO:0033717	F:gluconate 2-dehydrogenase (acceptor) activity	IEA:UniProtKB-EC
group_3824	sp|O34215.1|	O34215	RecName: Full=Gluconate 2-dehydrogenase cytochrome c subunit; Short=GA 2-DH cytochrome c subunit; Short=GADH cytochrome c subunit; Flags: Precursor [Pantoea cypripedii]	68.01	397	0	551	GO:0020037	F:heme binding	IEA:InterPro
group_3824	sp|O34215.1|	O34215	RecName: Full=Gluconate 2-dehydrogenase cytochrome c subunit; Short=GA 2-DH cytochrome c subunit; Short=GADH cytochrome c subunit; Flags: Precursor [Pantoea cypripedii]	68.01	397	0	551	GO:0005506	F:iron ion binding	IEA:InterPro
group_3826	sp|P47206.2|	P47206	RecName: Full=Putative copper-binding protein [Stutzerimonas stutzeri]	50	176	2.85e-60	190	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_3828	sp|P43862.1|	P43862	RecName: Full=DNA-processing protein A; AltName: Full=Protein Smf [Haemophilus influenzae Rd KW20]	55.204	221	9.49e-76	241	GO:1990814	F:DNA/DNA annealing activity	IBA:GO_Central
group_3828	sp|P43862.1|	P43862	RecName: Full=DNA-processing protein A; AltName: Full=Protein Smf [Haemophilus influenzae Rd KW20]	55.204	221	9.49e-76	241	GO:0009294	P:DNA-mediated transformation	IEA:InterPro
group_3829	sp|Q4UNC7.1|	Q4UNC7	RecName: Full=Probable ABC transporter permease protein RF_0080 [Rickettsia felis URRWXCal2]	32.02	203	5.169999999999999e-23	100	GO:0043190	C:ATP-binding cassette (ABC) transporter complex	IEA:InterPro
group_3829	sp|Q4UNC7.1|	Q4UNC7	RecName: Full=Probable ABC transporter permease protein RF_0080 [Rickettsia felis URRWXCal2]	32.02	203	5.169999999999999e-23	100	GO:0005548	F:phospholipid transporter activity	IEA:TreeGrafter
group_383	sp|Q9HX91.1|	Q9HX91	RecName: Full=Uncharacterized protein PA3922; Flags: Precursor [Pseudomonas aeruginosa PAO1]	70.089	448	0	672	NA	NA	NA
group_3830	sp|O34214.1|	O34214	RecName: Full=Gluconate 2-dehydrogenase flavoprotein; AltName: Full=GA 2-DH dehydrogenase subunit; Short=GADH dehydrogenase subunit; Flags: Precursor [Pantoea cypripedii]	76.599	594	0	971	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_3830	sp|O34214.1|	O34214	RecName: Full=Gluconate 2-dehydrogenase flavoprotein; AltName: Full=GA 2-DH dehydrogenase subunit; Short=GADH dehydrogenase subunit; Flags: Precursor [Pantoea cypripedii]	76.599	594	0	971	GO:0050660	F:flavin adenine dinucleotide binding	IEA:InterPro
group_3830	sp|O34214.1|	O34214	RecName: Full=Gluconate 2-dehydrogenase flavoprotein; AltName: Full=GA 2-DH dehydrogenase subunit; Short=GADH dehydrogenase subunit; Flags: Precursor [Pantoea cypripedii]	76.599	594	0	971	GO:0033717	F:gluconate 2-dehydrogenase (acceptor) activity	IEA:UniProtKB-EC
group_3832	sp|P11732.1|	P11732	RecName: Full=Cytochrome c5 [Azotobacter vinelandii]	43.21	81	4.7e-14	64.7	GO:0009055	F:electron transfer activity	IEA:InterPro
group_3832	sp|P11732.1|	P11732	RecName: Full=Cytochrome c5 [Azotobacter vinelandii]	43.21	81	4.7e-14	64.7	GO:0020037	F:heme binding	IEA:InterPro
group_3832	sp|P11732.1|	P11732	RecName: Full=Cytochrome c5 [Azotobacter vinelandii]	43.21	81	4.7e-14	64.7	GO:0005506	F:iron ion binding	IEA:InterPro
group_3833	sp|Q9I7C1.1|	Q9I7C1	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase A; Short=LPA acyltransferase; Short=LPAAT [Pseudomonas aeruginosa PAO1]	73.756	221	8.98e-122	350	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_3833	sp|Q9I7C1.1|	Q9I7C1	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase A; Short=LPA acyltransferase; Short=LPAAT [Pseudomonas aeruginosa PAO1]	73.756	221	8.98e-122	350	GO:0003841	F:1-acylglycerol-3-phosphate O-acyltransferase activity	IBA:GO_Central
group_3833	sp|Q9I7C1.1|	Q9I7C1	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase A; Short=LPA acyltransferase; Short=LPAAT [Pseudomonas aeruginosa PAO1]	73.756	221	8.98e-122	350	GO:0042171	F:lysophosphatidic acid acyltransferase activity	IMP:PseudoCAP
group_3833	sp|Q9I7C1.1|	Q9I7C1	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase A; Short=LPA acyltransferase; Short=LPAAT [Pseudomonas aeruginosa PAO1]	73.756	221	8.98e-122	350	GO:0016024	P:CDP-diacylglycerol biosynthetic process	IEA:UniProtKB-UniPathway
group_3833	sp|Q9I7C1.1|	Q9I7C1	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase A; Short=LPA acyltransferase; Short=LPAAT [Pseudomonas aeruginosa PAO1]	73.756	221	8.98e-122	350	GO:0006654	P:phosphatidic acid biosynthetic process	IBA:GO_Central
group_3833	sp|Q9I7C1.1|	Q9I7C1	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase A; Short=LPA acyltransferase; Short=LPAAT [Pseudomonas aeruginosa PAO1]	73.756	221	8.98e-122	350	GO:0008654	P:phospholipid biosynthetic process	IMP:PseudoCAP
group_3834	sp|Q9L4K3.1|	Q9L4K3	RecName: Full=Uncharacterized protein ORF1; Flags: Precursor [Chromohalobacter israelensis DSM 3043]	44.094	127	6.11e-38	135	GO:0043190	C:ATP-binding cassette (ABC) transporter complex	IEA:InterPro
group_3834	sp|Q9L4K3.1|	Q9L4K3	RecName: Full=Uncharacterized protein ORF1; Flags: Precursor [Chromohalobacter israelensis DSM 3043]	44.094	127	6.11e-38	135	GO:0022857	F:transmembrane transporter activity	IEA:InterPro
group_3835	sp|P43932.1|	P43932	RecName: Full=UPF0053 protein HI_0056 [Haemophilus influenzae Rd KW20]	60.776	232	5.08e-72	223	GO:0005886	C:plasma membrane	IBA:GO_Central
group_3837	sp|O32254.1|	O32254	RecName: Full=Uncharacterized protein YvbT [Bacillus subtilis subsp. subtilis str. 168]	56.839	329	2.9e-135	390	GO:0005829	C:cytosol	IBA:GO_Central
group_3837	sp|O32254.1|	O32254	RecName: Full=Uncharacterized protein YvbT [Bacillus subtilis subsp. subtilis str. 168]	56.839	329	2.9e-135	390	GO:0016705	F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	IEA:InterPro
group_3838	sp|A0A0H2ZFK2.1|	A0A0H2ZFK2	RecName: Full=Dual specificity protein phosphatase TpbA; Short=DUSP; AltName: Full=Dual specific tyrosine phosphatase; AltName: Full=Protein tyrosine phosphatase; AltName: Full=Tyrosine phosphatase related to biofilm formation; Flags: Precursor [Pseudomonas aeruginosa UCBPP-PA14]	50	188	3.6e-67	209	GO:0042597	C:periplasmic space	IEA:UniProtKB-SubCell
group_3838	sp|A0A0H2ZFK2.1|	A0A0H2ZFK2	RecName: Full=Dual specificity protein phosphatase TpbA; Short=DUSP; AltName: Full=Dual specific tyrosine phosphatase; AltName: Full=Protein tyrosine phosphatase; AltName: Full=Tyrosine phosphatase related to biofilm formation; Flags: Precursor [Pseudomonas aeruginosa UCBPP-PA14]	50	188	3.6e-67	209	GO:0004722	F:protein serine/threonine phosphatase activity	IEA:UniProtKB-EC
group_3838	sp|A0A0H2ZFK2.1|	A0A0H2ZFK2	RecName: Full=Dual specificity protein phosphatase TpbA; Short=DUSP; AltName: Full=Dual specific tyrosine phosphatase; AltName: Full=Protein tyrosine phosphatase; AltName: Full=Tyrosine phosphatase related to biofilm formation; Flags: Precursor [Pseudomonas aeruginosa UCBPP-PA14]	50	188	3.6e-67	209	GO:0004725	F:protein tyrosine phosphatase activity	IEA:UniProtKB-EC
group_384	sp|P55679.1|	P55679	RecName: Full=Uncharacterized zinc protease y4wA [Sinorhizobium fredii NGR234]	34.624	439	3.84e-75	247	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
group_384	sp|P55679.1|	P55679	RecName: Full=Uncharacterized zinc protease y4wA [Sinorhizobium fredii NGR234]	34.624	439	3.84e-75	247	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW
group_384	sp|P55679.1|	P55679	RecName: Full=Uncharacterized zinc protease y4wA [Sinorhizobium fredii NGR234]	34.624	439	3.84e-75	247	GO:0004222	F:metalloendopeptidase activity	IEA:InterPro
group_384	sp|P55679.1|	P55679	RecName: Full=Uncharacterized zinc protease y4wA [Sinorhizobium fredii NGR234]	34.624	439	3.84e-75	247	GO:0006508	P:proteolysis	IEA:UniProtKB-KW
group_3840	sp|P0AF43.1|	P0AF43	RecName: Full=Putative inorganic phosphate export protein YjbB [Escherichia coli K-12]	61.111	522	5.619999999999999e-173	503	GO:0005886	C:plasma membrane	IDA:EcoCyc
group_3840	sp|P0AF43.1|	P0AF43	RecName: Full=Putative inorganic phosphate export protein YjbB [Escherichia coli K-12]	61.111	522	5.619999999999999e-173	503	GO:0005315	F:phosphate transmembrane transporter activity	IMP:EcoCyc
group_3840	sp|P0AF43.1|	P0AF43	RecName: Full=Putative inorganic phosphate export protein YjbB [Escherichia coli K-12]	61.111	522	5.619999999999999e-173	503	GO:0005436	F:sodium:phosphate symporter activity	IEA:InterPro
group_3840	sp|P0AF43.1|	P0AF43	RecName: Full=Putative inorganic phosphate export protein YjbB [Escherichia coli K-12]	61.111	522	5.619999999999999e-173	503	GO:0035435	P:phosphate ion transmembrane transport	IMP:EcoCyc
group_3840	sp|P0AF43.1|	P0AF43	RecName: Full=Putative inorganic phosphate export protein YjbB [Escherichia coli K-12]	61.111	522	5.619999999999999e-173	503	GO:0044341	P:sodium-dependent phosphate transport	IEA:InterPro
group_3841	sp|P76172.2|	P76172	RecName: Full=Uncharacterized protein YnfD; Flags: Precursor [Escherichia coli K-12]	39.655	58	6.21e-7	46.2	NA	NA	NA
group_3843	sp|B7K3M6.1|	B7K3M6	RecName: Full=Adaptive-response sensory kinase SasA; AltName: Full=Sensor histidine kinase SasA [Rippkaea orientalis PCC 8801]	30.566	265	1.13e-23	107	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
group_3843	sp|B7K3M6.1|	B7K3M6	RecName: Full=Adaptive-response sensory kinase SasA; AltName: Full=Sensor histidine kinase SasA [Rippkaea orientalis PCC 8801]	30.566	265	1.13e-23	107	GO:0000155	F:phosphorelay sensor kinase activity	IEA:InterPro
group_3843	sp|B7K3M6.1|	B7K3M6	RecName: Full=Adaptive-response sensory kinase SasA; AltName: Full=Sensor histidine kinase SasA [Rippkaea orientalis PCC 8801]	30.566	265	1.13e-23	107	GO:0007623	P:circadian rhythm	IEA:UniProtKB-UniRule
group_3844	sp|P35158.2|	P35158	RecName: Full=Spore maturation protein B [Bacillus subtilis subsp. subtilis str. 168]	43.75	160	5.9799999999999996e-37	135	GO:0005886	C:plasma membrane	IBA:GO_Central
group_3844	sp|P35158.2|	P35158	RecName: Full=Spore maturation protein B [Bacillus subtilis subsp. subtilis str. 168]	43.75	160	5.9799999999999996e-37	135	GO:0030435	P:sporulation resulting in formation of a cellular spore	IEA:UniProtKB-KW
